data,label
"[b'rt', b'robprovince', b'do', b'i', b'support', b'killing', b'terrorists', b'yes', b'will', b'i', b'still', b'mock', b'hypocrites', b'hell', b'yes']",1
"[b'rt', b'robsan', b'bighappy', b'gunna', b'screaming', b'bitches', b'shitlol']",1
"[b'rt', b'robsan', b'bighappy', b'bitch', b'looking', b'anything', b'go', b'asshaha']",1
"[b'rt', b'robertcdick', b'protest', b'climate', b'change', b'leaves', b'trash', b'behind', b'votingmatters']",2
"[b'rt', b'robertooo', b'kittennugget', b'danusaur', b'aye', b'stfu', b'dyke', b'lookin', b'bitch', b'im', b'pretty', b'sure', b'bigger', b'dick', b'boyfriend']",1
"[b'rt', b'rock', b'waynostra', b'trying', b'flip', b'ounce', b'p', b'dis', b'bitch', b'im', b'still', b'school', b'bro', b'next', b'week', b'im', b'dere', b'doe']",1
"[b'rt', b'rock', b'show', b'im', b'playing', b'bitch', b'one', b'false', b'move', b'ima', b'spraying', b'bitch', b'waynostra']",1
"[b'rt', b'rockprincess', b'go', b'fight', b'idf', b'progressive', b'trash', b'hate', b'much', b'dont', b'guts', b'istandwithisr']",2
"[b'rt', b'rockprincess', b'obama', b'allowing', b'millions', b'illegal', b'aliens', b'drug', b'cartels', b'terrorists', b'enter', b'open', b'bordersliberal', b'retards']",1
"[b'rt', b'rollingwithtrin', b'many', b'niggers', b'store', b'i', b'knowwww', b'youre', b'stealing']",0
"[b'rt', b'rollypollyx', b'this', b'bitch', b'quit', b'hour', b'working', b'wtf']",1
"[b'rt', b'romeriohall', b'inkkofrosess', b'im', b'bitch', b'like', b'mf']",1
"[b'rt', b'rononealdc', b'lmaooooooo', b'rt', b'basedamerican', b'ayo', b'take', b'pic', b'fam', b'you', b'think', b'bitches', b'gon', b'fuck', b'pic', b'httptcok']",1
"[b'rt', b'rontheanchorman', b'girl', b'tweeted', b'might', b'ghetto', b'u', b'bring', b'food', b'outside', b'movies', b'u', b'might', b'stupid', b'u', b'pay']",1
"[b'rt', b'ronesha', b'when', b'i', b'feel', b'like', b'entertaining', b'hoes', b'i', b'fall', b'back', b'even', b'harder']",1
"[b'rt', b'rosiezaya', b'ur', b'fucking', b'white', b'trash']",0
"[b'rt', b'roulettista', b'mertesacker', b'saying', b'give', b'ghetto', b'fist', b'still', b'goat']",2
"[b'rt', b'royals', b'royals', b'win', b'kc', b'blanking', b'yankees', b'take', b'series', b'bronx', b'beroyalkc']",2
"[b'rt', b'runeshashamia', b'drunk', b'inlove', b'gun', b'bae', b'bitch', b'beyonc']",1
"[b'rt', b'rubberbandits', b'yanks', b'cocktail', b'called', b'irish', b'car', b'bomb', b'stuck', b'two', b'flakes', b'ice', b'cream', b'cone', b'called']",2
"[b'rt', b'rubinreport', b'you', b'mock', b'michelle', b'obamas', b'turnipforwhat', b'video', b'turnip', b'third', b'line', b'succession', b'president', b'https']",2
"[b'rt', b'rubyfakhoury', b'we', b'dis', b'bitch', b'httptcovbcpjnvi']",1
"[b'rt', b'rudeboidrew', b'paperchaysin', b'condom', b'invent', b'sole', b'purpose']",2
"[b'rt', b'rudecomedian', b'bitches', b'like', b'im', b'far', b'ugly', b'naw', b'hoe', b'youre', b'closer', b'think']",1
"[b'rt', b'rudebwoyroscoe', b'behind', b'every', b'real', b'bitch', b'theres', b'bitch', b'ass', b'nigga', b'wrong', b'made', b'strong']",1
"[b'rt', b'runyacheckup', b'niggas', b'bitches', b'gotta', b'quit', b'wit', b'da', b'money', b'pics', b'if', b'i', b'count', b'accurately', b'aint', b'enough']",1
"[b'rt', b'rushameezy', b'i', b'find', b'hilarious', b'austin', b'says', b'swag', b'witch', b'instead', b'swag', b'bitch', b'lmfao']",1
"[b'rt', b'russbrandon', b'thanks', b'mr', b'wilson', b'passing', b'along', b'tremendous', b'responsibility', b'my', b'sole', b'focus', b'empower', b'leadership', b'bui']",2
"[b'rt', b'russonpolitics', b'gop', b'nominee', b'magov', b'charlie', b'bakers', b'fisherman', b'story', b'falls', b'apart', b'he', b'deserves', b'oscar', b'play', b'crying', b'http']",2
"[b'rt', b'ruthlessmando', b'bitch', b'i', b'dont', b'like']",1
"[b'rt', b'ryderletsgetit', b'itsnotharold', b'i', b'say', b'girl', b'got', b'bodies', b'younger', b'hoe', b'on', b'gang']",1
"[b'rt', b'sammiboyden', b'jizcalifuh', b'metaphor', b'dumb', b'fucking', b'nigger', b'savanigga']",1
"[b'rt', b'sammiboyden', b'savanigga', b'ohi', b'know', b'dude', b'i', b'went', b'off', b'on', b'his', b'ass', b'im', b'done', b'faggot']",1
"[b'rt', b'sammiboyden', b'fucking', b'james', b'tried', b'tell', b'jawga', b'boys', b'sucked', b'i', b'went', b'ape', b'shit', b'dude', b'savanigga', b'officialdthrash', b'jawgaboyz']",0
"[b'rt', b'savx', b'a', b'day', b'later', b'yall', b'still', b'gassing', b'rihanna', b'trash', b'ass', b'nudes']",1
"[b'rt', b'sbnation', b'plenty', b'kobe', b'vs', b'dwight', b'trash', b'talk', b'game', b'httptcoycwfrvsyx', b'httptcotrhyfjoiwc']",2
"[b'rt', b'sbnation', b'reds', b'fan', b'snags', b'foul', b'ball', b'gets', b'shoved', b'player', b'flips', b'bird', b'becomes', b'true', b'american', b'hero', b'httptcoyduprr', b'httptco']",2
"[b'rt', b'sck', b'getting', b'ready', b'annual', b'heart', b'sole', b'luncheon', b'renhotels', b'cle', b'ericgordonceo', b'httptcoujfmsxb']",2
"[b'rt', b'scar', b'stanleys', b'odaleese', b'hahah', b'niggah', b'got', b'hella', b'checked', b'do', b'thang', b'uce', b'powercouple']",1
"[b'rt', b'semajhoee', b'tiffanyluxride', b'damn', b'many', b'fake', b'niggas', b'amp', b'bitches']",1
"[b'rt', b'sflamasterboy', b'im', b'scared', b'herher', b'pussy', b'good', b'lol']",1
"[b'rt', b'sfsneeejayy', b'bitch', b'hmu', b'say', b'need', b'sex', b'right', b'bitch', b'nigga', b'hmu', b'saying', b'upset', b'right']",1
"[b'rt', b'sgtwitdajuice', b'lame', b'dude', b'anyway', b'baeelectronica', b'bitch', b'bye', b'rt', b'wearexci', b'dawg', b'look', b'shit', b'httptcofudbqeotn']",1
"[b'rt', b'skinnyniggadoe', b'rt', b'johnnycinco', b'let', b'nigga', b'try', b'try', b'im', b'fuck', b'hoes', b'family']",1
"[b'rt', b'skinnyniggadoe', b'rt', b'hoodrichkeem', b'leave', b'bitching', b'bitches']",1
"[b'rt', b'slizrdwizrd', b'point', b'bitch', b'like', b'dirk', b'nowitzki', b'da', b'club', b'like', b'dirk', b'nowitzki']",1
"[b'rt', b'sleytmf', b'i', b'aint', b'nun', b'cut', b'bitch']",1
"[b'rt', b'sleytmf', b'too', b'many', b'bitches', b'enough', b'queens']",1
"[b'rt', b'sllmshady', b'can', b'someone', b'show', b'hailie', b'tweet', b'bitch', b'blocked', b'httpstcovlprtmcas']",1
"[b'rt', b'smackhighaz', b'seton', b'catholic', b'students', b'talk', b'trash', b'low', b'division', b'football', b'team']",2
"[b'rt', b'somexlcan', b'who', b'needs', b'twinkies', b'when', b'got', b'gansitos']",2
"[b'rt', b'ssnalerts', b'rick', b'scott', b'takes', b'vote', b'charlie', b'crist', b'takes', b'scott', b'wins', b'second', b'term', b'httptcommkygcyvg', b'sayfie', b'flapol', b'http']",2
"[b'rt', b'ssickstory', b'people', b'need', b'stop', b'bitch', b'made']",1
"[b'rt', b'ssparklesdaily', b'the', b'beautiful', b'women', b'ive', b'met', b'bruised', b'souls', b'tired', b'eyes', b'amp', b'quiet', b'smiles', b'the', b'survivors', b'the', b'ones', b'know', b'abo']",2
"[b'rt', b'stargotthatdope', b'a', b'lot', b'hoes', b'cheating', b'nigga', b'fucking', b'niggas', b'yall', b'boys', b'better', b'get', b'yall', b'real', b'bitch']",1
"[b'rt', b'strocorleone', b'thoughtsofrandy', b'yummysworld', b'deze', b'hoes', b'got', b'past', b'demons', b'em', b'yolo', b'nigga', b'lol', b'hahahahaha']",0
"[b'rt', b'suckedoff', b'wtf', b'ling', b'ling', b'least', b'calculate', b'circumference', b'threw', b'ass', b'circle', b'httptcovlgmvat']",1
"[b'rt', b'suckedoff', b'most', b'common', b'white', b'people', b'activities', b'wearing', b'tapout', b'shooting', b'schools', b'calling', b'nigger', b'xbox']",0
"[b'rt', b'superir', b'my', b'daddy', b'told', b'date', b'man', b'soft', b'hands', b'lol', b'either', b'doesnt', b'hard', b'labor', b'hes', b'faggot']",1
"[b'rt', b'svl', b'vjtechsupport', b'youngmcfly', b'since', b'subject', b'used', b'always', b'ask', b'see', b'dick', b'via', b'dm', b'fck', b'dat', b'rat', b'face', b'hoe', b'b']",1
"[b'rt', b'svl', b'vjtechsupport', b'youngmcfly', b'real', b'reason', b'gave', b'rapping', b'me', b'called', b'trash', b'face', b'n', b'asked']",2
"[b'rt', b'svo', b'one', b'cant', b'keep', b'bitch', b'rt', b'staceynodash', b'what', b'kind', b'man', b'cant', b'parallel', b'park']",1
"[b'rt', b'santanadagreat', b'i', b'never', b'understood', b'u', b'want', b'strap', b'fck', b'nigga', b'wtf', b'bitch']",1
"[b'rt', b'sadomisogynist', b'i', b'hate', b'mone', b'davis', b'commercials', b'bitch', b'gonna', b'end', b'either', b'dyke', b'loser', b'like', b'every', b'female']",1
"[b'rt', b'saertjemirror', b'i', b'zebra', b'amongst', b'sheep']",2
"[b'rt', b'saintjeremy', b'she', b'right', b'rt', b'girlsrichard', b'you', b'spam', b'rt', b'thereaipinkyxxx', b'if', b'eating', b'pussy', b'might', b'well', b'eat', b'ass', b'http']",1
"[b'rt', b'salaayah', b'i', b'let', b'chain', b'hang', b'low', b'two', b'chains', b'gold', b'chain', b'i', b'keep', b'chain', b'ana', b'hoe', b'niggas', b'staring', b'chai']",1
"[b'rt', b'salamancode', b'proof', b'thots', b'retarded', b'httptcorhjsllif']",0
"[b'rt', b'salomaesadiqa', b'its', b'cant', b'bend', b'cant', b'buy', b'cant', b'make', b'nigger', b'farrakhan', b'thetime']",0
"[b'rt', b'salon', b'a', b'trashtalking', b'athlete', b'vs', b'violent', b'congressman', b'whos', b'real', b'thug', b'httptcodfndcqwdax', b'via', b'joanwalsh']",1
"[b'rt', b'salutemiswag', b'nice', b'body', b'parts', b'ugly', b'bitches', b'worst']",1
"[b'rt', b'samjames', b'willwilliam', b'haydenhill', b'aknadnrye', b'khalilreed', b'i', b'dont', b'care', b'tho', b'cracker']",0
"[b'rt', b'sammylightning', b'tnastyteen', b'find', b'turtle', b'find', b'hoes']",1
"[b'rt', b'sammylightning', b'any', b'girl', b'talk', b'sex', b'social', b'media', b'hoe']",1
"[b'rt', b'sammylightning', b'phil', b'simms', b'pussy', b'tnastyteen']",1
"[b'rt', b'sammylightning', b'screw', b'hoes', b'httptcohbbexcieb']",1
"[b'rt', b'sammylightning', b'silencer', b'bitch', b'dont', b'make', b'sound']",1
"[b'rt', b'santosvictorero', b'rt', b'peddoc', b'lib', b'hypocrisy', b'alert', b'bans', b'bossy', b'bitch', b'okay', b'amymek', b'michellemalkin', b'jjauthor', b'tcot', b'httptc']",1
"[b'rt', b'saraluvvxxx', b'today', b'glennalfonso', b'hair', b'makeup', b'he', b'always', b'tries', b'make', b'look', b'like', b'monkey', b'httptcotymjdhz']",2
"[b'rt', b'sarawright', b'freeze', b'bitch', b'im', b'gonna', b'steal', b'heart', b'httptconqkbqoh']",1
"[b'rt', b'sarahmcintiree', b'a', b'sideline', b'bitch', b'tell', b'everything', b'need', b'hear', b'listen', b'she', b'ultimately', b'wants', b'man', b'dgaf']",1
"[b'rt', b'sarahr', b'i', b'cute', b'little', b'pet', b'names', b'ex', b'like', b'ass', b'monkey', b'douchetard', b'amp', b'butterball', b'i', b'dont', b'know']",1
"[b'rt', b'sarcasmleague', b'back', b'elementary', b'school', b'line', b'leader', b'everybody', b'else', b'bitch']",1
"[b'rt', b'sarcasmleague', b'somewhere', b'world', b'bitch', b'ordering', b'roses', b'doesnt', b'look', b'like', b'lonely', b'bitch', b'office']",1
"[b'rt', b'sarccasmictw', b'twitter', b'bird', b'logo', b'thats', b'join', b'youre', b'egg', b'and', b'home', b'button', b'birdhouse', b'why', b'i', b'jus']",2
"[b'rt', b'sariyadaniellee', b'jayjuice', b'the', b'nigga', b'got', b'slept', b'faggot', b'sues', b'run', b'one', b'watch', b'ya', b'backlol', b'just', b'like', b'the', b'pe']",1
"[b'rt', b'sashanexx', b'i', b'found', b'megacarrot', b'store', b'today', b'retweets', b'ill', b'shove', b'pussy', b'pics', b'httptcolymlquclwj']",1
"[b'rt', b'sassisissy', b'this', b'assholes', b'mother', b'shoved', b'coat', b'hanger', b'pussy', b'amp', b'gouged', b'death', b'harmless', b'fetus', b'http']",1
"[b'rt', b'sassymermaidxo', b'vsamone', b'zvckslvtr', b'my', b'sister', b'shittin', b'hos', b'vsamone', b'wodeh', b'bout', b'dat', b'action', b'httptcomdflbr']",1
"[b'rt', b'satanspearl', b'shes', b'model', b'instagram', b'shes', b'hoe', b'town']",1
"[b'rt', b'satanstongue', b'youre', b'right', b'job', b'what', b'well', b'rsum', b'dont', b'bitch', b'dude', b'written', b'napkin', b'dont', b'b']",1
"[b'rt', b'saucyjames', b'go', b'dumb', b'bitch', b'dumb', b'dance']",1
"[b'rt', b'savagejayy', b'bruh', b'yall', b'bitches', b'lucky', b'realize', b'tisk', b'tisk']",1
"[b'rt', b'savageglam', b'idk', b'iggyazalea', b'really', b'man', b'surely', b'trash', b'rapper']",2
"[b'rt', b'savenohoes', b'nigga', b'kanye', b'looking', b'ice', b'cream', b'like', b'hoe', b'ass', b'ice', b'cream', b'aint', b'cold', b'kanye', b'httptcozpsxqtt']",1
"[b'rt', b'savethebs', b'get', b'bed', b'bitches', b'dream', b'happy', b'dreams']",1
"[b'rt', b'saviassstrtz', b'dumb', b'hoes', b'moving', b'snails', b'pace', b'lifeim', b'coo']",1
"[b'rt', b'saymynamebella', b'i', b'love', b'big', b'booty', b'bitches']",1
"[b'rt', b'saylilzack', b'why', b'yalls', b'aint', b'nun', b'fat', b'bitch', b'jumped', b'yall', b'trip']",1
"[b'rt', b'sayrayarriaga', b'pics', b'didnt', b'happen', b'or', b'youre', b'side', b'bitch']",1
"[b'rt', b'scarlettiam', b'youd', b'rather', b'live', b'trash', b'make', b'work', b'good', b'woman', b'diaryofamadblackwoman']",1
"[b'rt', b'scoonz', b'remember', b'got', b'crushs', b'aim', b'screenname', b'felt', b'fuzzy', b'inside', b'stared', b'screen', b'figured']",2
"[b'rt', b'scottlinnen', b'saw', b'man', b'yellow', b'trench', b'coat', b'amp', b'matching', b'fedora', b'iwatch', b'what', b'dick']",1
"[b'rt', b'scottt', b'yall', b'bitches', b'fake', b'shit']",1
"[b'rt', b'scottyrackss', b'my', b'wifi', b'stronger', b'half', b'yall', b'hoes', b'relationships', b'lol']",1
"[b'rt', b'scruffdaddy', b'here', b'go', b'hoe', b'againdog', b'httptcovnzvvfsm']",1
"[b'rt', b'sequoiagabris', b'ueonoyungjumbo', b'sequoiagabris', b'yeah', b'hoe', b'but', b'babies', b'innocent', b'lol', b'gabriella', b'still', b'got', b'sister', b'birthd']",2
"[b'rt', b'seanprice', b'this', b'nigger', b'tattoo', b'show', b'horrible']",0
"[b'rt', b'seantheterrible', b'having', b'one', b'stressful', b'rt', b'mustbecharm', b'having', b'lot', b'bitches', b'seem', b'stressful']",1
"[b'rt', b'seantheterrible', b'i', b'dont', b'care', b'pretty', b'personality', b'trash', b'men', b'going', b'treat', b'accordingly', b'thats', b'tru']",2
"[b'rt', b'segwaysurfer', b'hard', b'keep', b'hoes', b'httptcolemzsfqvel']",1
"[b'rt', b'seinfeld', b'uncle', b'leo', b'find', b'iwatch', b'trash', b'httptcotgcsmcylb']",2
"[b'rt', b'selenaelisandra', b'when', b'bitch', b'says', b'hi', b'bae', b'httptcodfvfusqzj']",1
"[b'rt', b'selfmadeeyg', b'stblocjeremiah', b'wya', b'bitch']",1
"[b'rt', b'senorsteez', b'this', b'whole', b'week', b'trash']",2
"[b'rt', b'senorsteez', b'fuck', b'wit', b'us', b'tweakin', b'hoe']",1
"[b'rt', b'senorsteez', b'i', b'cannot', b'fuck', b'broke', b'bitch']",1
"[b'rt', b'senorsteez', b'if', b'youre', b'bad', b'bitch', b'whyre', b'wearing', b'sneakers']",1
"[b'rt', b'senorsteez', b'man', b'hoes', b'know', b'thejigisup', b'httptcowagbxa']",1
"[b'rt', b'senorsteez', b'these', b'hoes', b'aint', b'loyal', b'mane', b'rotate']",1
"[b'rt', b'senorsteez', b'this', b'whole', b'week', b'trash']",2
"[b'rt', b'senseiquan', b'hoes', b'aint', b'shit', b'rt', b'nowthatsfresh', b'how', b'superficial', b'bitches', b'httptcokinpnje']",1
"[b'rt', b'seoredondo', b'if', b'bitch', b'tries', b'get', b'crazy', b'tomorrow', b'httptcobyjhmqz']",1
"[b'rt', b'sethmacfarlane', b'and', b'thus', b'endeth', b'warm', b'fuzzy', b'holiday', b'lesson', b'never', b'take', b'love', b'granted', b'gone', b'flash']",2
"[b'rt', b'sextaik', b'when', b'good', b'girl', b'say', b'hoes']",1
"[b'rt', b'sexualgif', b'if', b'girlfriend', b'doesnt', b'like', b'bitch', b'dont', b'talk', b'bitch']",1
"[b'rt', b'sexualgif', b'see', b'hoe', b'talking', b'bae', b'even', b'level', b'httptcodphkpabc']",1
"[b'rt', b'sexualtruth', b'dont', b'give', b'man', b'pussy', b'gives', b'relationship', b'truth']",1
"[b'rt', b'sexualtruth', b'eating', b'womans', b'pussy', b'good', b'soul']",1
"[b'rt', b'sexualtruth', b'i', b'want', b'lick', b'one', b'lucky', b'healthy', b'amp', b'clean', b'womans', b'pussy', b'tonight', b'totally', b'change', b'life', b'amp', b'views', b'men', b'forever']",1
"[b'rt', b'sexualtruth', b'jesus', b'turns', b'water', b'wine', b'instagram', b'turns', b'busted', b'bitches', b'dimes']",1
"[b'rt', b'sexualtruth', b'sex', b'fact', b'a', b'lot', b'women', b'say', b'getting', b'ass', b'eaten', b'feels', b'better', b'getting', b'pussy', b'eaten']",1
"[b'rt', b'sexualgif', b'bitches', b'shady', b'oh', b'god', b'httptcodjsrlwbtk']",1
"[b'rt', b'sexualgif', b'dating', b'dont', b'sensitive', b'bitch', b'insult', b'expect', b'insulted', b'back']",1
"[b'rt', b'sexualgif', b'pass', b'chance', b'hot', b'faithful', b'girl', b'cause', b'single', b'life', b'hoes', b'mind', b'plain', b'dumb']",1
"[b'rt', b'sexualgif', b'bitch', b'ungrateful', b'httptcoexblrnsyzv']",1
"[b'rt', b'sexualgif', b'u', b'go', b'baes', b'phone', b'amp', b'theres', b'hoes', b'httptcocyejvl']",1
"[b'rt', b'sexykarenfisher', b'oh', b'saturday', b'funny', b'time', b'you', b'better', b'redneck', b'necognize', b'httptcoqcmgsejp']",2
"[b'rt', b'seymorbuccs', b'man', b'coons', b'couldnt', b'jus', b'quit', b'yo', b'job', b'found', b'ya', b'boss', b'racist', b'shut', b'tha', b'fucc', b'niggas', b'love']",0
"[b'rt', b'shaajenkins', b'if', b'i', b'hit', b'ya', b'nigga', b'bitch', b'im', b'sorry']",1
"[b'rt', b'shabbacranks', b'running', b'train', b'fucking', b'bitch', b'finish', b'then', b'somebody', b'else', b'come', b'fuck', b'bitch', b'thats', b'gangbang', b'speak']",1
"[b'rt', b'shadonhendrix', b'same', b'hoes', b'running', b'back', b'tellin', b'shit', b'hoes', b'trynna', b'fuck', b'niggas', b'tellin', b'u', b'shit', b'mayne']",1
"[b'rt', b'shadowbeatzinc', b'i', b'know', b'blocked', b'next', b'week', b'bitch', b'kyrspdy']",1
"[b'rt', b'shadyladyhh', b'when', b'rosecolored', b'glasses', b'come', b'still', b'want', b'true', b'love', b'happens']",2
"[b'rt', b'shaeboogie', b'some', b'bitches', b'cute', b'mouth', b'closed', b'smile', b'fuck', b'yall', b'bye', b'teeth']",1
"[b'rt', b'shakestweetz', b'friends', b'philbarron', b'javachik', b'let', b'know', b'phil', b'ill', b'his', b'infection', b'gone', b'septic', b'fightin']",2
"[b'rt', b'shakilaahh', b'looooool', b'nd', b'best', b'tweaking', b'hoe', b'vine', b'httpstcomanqcqs']",1
"[b'rt', b'shalewis', b'larry', b'elder', b'uncle', b'tom', b'i', b'cannot', b'believe', b'degrading', b'child']",2
"[b'rt', b'shamargothoes', b'j', b'cole', b'aint', b'trash', b'period']",2
"[b'rt', b'shamargothoes', b'these', b'hoes', b'smh', b'httptcoprrjkrbsp']",1
"[b'rt', b'shantaughtuwell', b'never', b'trust', b'bitch', b'try', b'side', b'bitch']",1
"[b'rt', b'shanrbm', b'they', b'say', b'crazy', b'girls', b'got', b'best', b'pussy']",1
"[b'rt', b'shanedennis', b'in', b'nothing', b'lasts', b'forever', b'category', b'i', b'barely', b'recognize', b'yankees', b'tonight']",2
"[b'rt', b'shawnharvey', b'stblocjeremiah', b'i', b'aint', b'gettin', b'hands', b'tatted', b'dumb', b'ass', b'yo', b'bitch', b'ass', b'leave', b'da', b'bus', b'stop', b'last', b'night', b'main', b'goin']",1
"[b'rt', b'shawnzie', b'foxtrot', b'uniform', b'charlie', b'kilo']",1
"[b'rt', b'shaydmvsfinest', b'i', b'know', b'i', b'got', b'good', b'pussy']",1
"[b'rt', b'sheforeign', b'i', b'dont', b'want', b'yo', b'bitch', b'gotta', b'foreign']",1
"[b'rt', b'sheboundtago', b'wedontsmokereg', b'money', b'ova', b'bitches', b'im', b'yellin', b'ta', b'da', b'grave', b'developed', b'ah', b'young', b'age', b'go', b'afta', b'wat', b'pays']",1
"[b'rt', b'shedreamsthed', b'dont', b'ever', b'ashamed', b'unless', b'hoe']",1
"[b'rt', b'shedreamsthed', b'you', b'girls', b'talking', b'i', b'hate', b'sleeping', b'alone', b'well', b'bitch', b'better', b'buy', b'damn', b'teddy', b'bear']",1
"[b'rt', b'shemoansnookie', b'cant', b'even', b'tell', b'bitch', b'hey', b'without', b'thinking', b'tryna', b'get', b'lmao', b'yall', b'sumn', b'else', b'get', b'real']",1
"[b'rt', b'shescreamsgera', b'stop', b'complaining', b'single', b'hoe', b'we', b'bigger', b'problems', b'rn', b'like', b'mcdonalds', b'doesnt', b'serve', b'breakfast']",1
"[b'rt', b'shescreamsmami', b'these', b'hoes', b'aint', b'loyal']",1
"[b'rt', b'sheseauxsaditty', b'yall', b'act', b'like', b'pussy', b'something', b'magical', b'nigga', b'suddenly', b'didnt', b'pull', b'naw', b'didnt', b'pull']",1
"[b'rt', b'shetrillaryc', b'you', b'cant', b'tell', b'bitch', b'shit', b'get', b'job']",1
"[b'rt', b'shewili', b'when', b'go', b'college', b'party', b'dont', b'see', b'bitches', b'httptcoacutettu']",1
"[b'rt', b'sheeeratchet', b'when', b'boys', b'discover', b'hoe', b'httpstcoqhohalwqj']",1
"[b'rt', b'sheisjasnicole', b'them', b'hoes', b'temporary', b'good', b'woman', b'always', b'good', b'woman']",1
"[b'rt', b'shelbylavelle', b'last', b'retweet', b'bitches', b'confused']",1
"[b'rt', b'shelbymccurry', b'ill', b'purposely', b'read', b'message', b'know', b'i', b'read', b'didnt', b'reply', b'i', b'bitch', b'like', b'sorrynotsorry']",1
"[b'rt', b'shellet', b'great', b'start', b'morning', b'my', b'daughter', b'danced', b'coffee', b'table', b'gave', b'nice', b'shiner', b'yea', b'shes', b'wh']",2
"[b'rt', b'shellygrimage', b'it', b'aint', b'nothing', b'cut', b'bitch']",1
"[b'rt', b'shesaddictedme', b'xo', b'i', b'rather', b'jack', b'fuck', b'hoes', b'tbh', b'that', b'shit', b'boring', b'give', b'wife', b'lmfao', b'little', b'be', b'like']",1
"[b'rt', b'sheswantsthed', b'if', b'take', b'girl', b'back', b'cheats', b'youre', b'little', b'bitch']",1
"[b'rt', b'sheswantsthed', b'lmao', b'niggas', b'side', b'hoe', b'httptcoysjadyfm']",1
"[b'rt', b'sheswantsthed', b'hoes', b'aint', b'loyal', b'httptcoxrobdfztk']",1
"[b'rt', b'sheswantsthed', b'trying', b'hard', b'resist', b'urge', b'smack', b'bitch', b'httptcocvnlmils']",1
"[b'rt', b'sheswantsthed', b'u', b'ur', b'boys', b'discover', b'hoe', b'httptcotkusclwd']",1
"[b'rt', b'shimshammy', b'i', b'wanna', b'ball', b'fist', b'hair', b'shake', b'bitch', b'right']",1
"[b'rt', b'shirleeey', b'satisfiedx', b'at', b'hispanic', b'church', b'jesus', b'please', b'respond', b'httpstcojgolney', b'hoe']",1
"[b'rt', b'shitpussiessay', b'dudes', b'built', b'like', b'crushed', b'twinkie', b'httptcowsyigdvp']",2
"[b'rt', b'shitpussiessay', b'lets', b'butt', b'chug', b'mikes', b'hard', b'lemonade']",1
"[b'rt', b'shitpussiessay', b'whats', b'pussies', b'turning', b'yugioh', b'cards', b'lately', b'httptcosfvcndhwzv']",1
"[b'rt', b'shmurdagang', b'free', b'wop']",2
"[b'rt', b'shoota', b'i', b'wish', b'sombody', b'get', b'hoe', b'away']",1
"[b'rt', b'shoq', b'he', b'doubt', b'copied', b'someone', b'else', b'rt', b'killoughcnn', b'alert', b'the', b'mock', b'turtleneck', b'back', b'httptcoumaththt']",2
"[b'rt', b'showmeatittie', b'lmao', b'bruh', b'rt', b'blazethegreat', b'oooooo', b'let', b'find', b'shooting', b'star', b'i', b'could', b'wish', b'bitch', b'would', b'httptcodqludzry']",1
"[b'rt', b'showmeatittie', b'ps', b'hoes', b'ya', b'bitch', b'cant', b'swim', b'tha', b'hoe', b'gone', b'drown']",1
"[b'rt', b'showmeatittie', b'this', b'bitch', b'maury', b'thug']",1
"[b'rt', b'showmeatittie', b'what', b'ih', b'hoe', b'wassuh', b'nigga', b'get', b'dem', b'guts']",1
"[b'rt', b'shreddybrady', b'how', b'close', b'i', b'slapping', b'bitch', b'httptcoaihbfcxk']",1
"[b'rt', b'shvkeir', b'dr', b'suess', b'made', b'words', b'rhyme', b'nigga', b'trash', b'hated', b'books', b'kid']",1
"[b'rt', b'shxtwesleysays', b'let', b'put', b'kids', b'ya', b'mouth', b'bitch', b'ima', b'turn', b'shit', b'foster', b'home']",1
"[b'rt', b'shyglizzy', b'bf', b'broke', b'bitch']",1
"[b'rt', b'shyswag', b'torressalvador', b'got', b'old', b'bitches', b'upgrade']",1
"[b'rt', b'sialovely', b'i', b'could', b'literally', b'crying', b'one', b'minute', b'get', b'wipe', b'face', b'amp', b'walk', b'room', b'like', b'bitch', b'turn', b'uuuup', b'idk', b'weird']",1
"[b'rt', b'sickdrawings', b'd', b'bird', b'amp', b'feather', b'drawing', b'httptcotcprvbgspt']",2
"[b'rt', b'silverswright', b'losbeonit', b'bitches', b'hoes', b'except', b'mama']",1
"[b'rt', b'simonemariposa', b'using', b'words', b'dick', b'pussy', b'regular', b'convo', b'vulgar']",1
"[b'rt', b'simplylucylu', b'welp', b'rt', b'idntwearcondoms', b'the', b'girl', b'dreams', b'hoe', b'guy', b'dreams', b'aint', b'shit', b'facts', b'life']",1
"[b'rt', b'simplyperfectt', b'girls', b'dont', b'let', b'guy', b'treat', b'like', b'yellow', b'starburst', b'you', b'pink', b'starburst']",2
"[b'rt', b'simplyshaay', b'vibinwitthegods', b'if', b'i', b'dont', b'text', b'thats', b'cuz', b'boring', b'bitch', b'yall', b'hoes', b'know']",1
"[b'rt', b'simpsonsqotd', b'thats', b'nice', b'jig', b'kearney', b'now', b'isnt', b'dancing', b'much', b'fun', b'bullying', b'httptcodkrcqmfs']",2
"[b'rt', b'sincerelytumblr', b'becoming', b'cold', b'hearted', b'bitch', b'wasnt', b'really', b'i', b'planned', b'life', b'i']",1
"[b'rt', b'sirbhill', b'bitches', b'love', b'miley', b'cyrus', b'rihanna', b'cuz', b'speak', b'every', b'girls', b'inner', b'hoe']",1
